author_id,author,work_count,award_count,awards
AUTR-000466,遠藤武文,1,1,RAN
AUTR-000467,横関大,1,1,RAN
AUTR-000468,川瀬七緒,1,1,RAN
AUTR-000469,玖村まゆみ,1,1,RAN
AUTR-000470,高野史緒,1,1,RAN
AUTR-000471,竹吉優輔,1,1,RAN
AUTR-000472,下村敦史,1,1,RAN
AUTR-000474,斉藤詠一,1,1,RAN
AUTR-000475,神護かずみ,1,1,RAN
AUTR-000476,佐野広実,1,1,RAN
AUTR-000478,桃野雑派,1,1,RAN
AUTR-000479,荒木あかね,1,1,RAN
AUTR-000480,三上幸四郎,1,1,RAN
AUTR-000481,霜月流,1,1,RAN
AUTR-000482,日野瑛太郎,1,1,RAN
AUTR-000483,野宮有,1,1,RAN
AUTR-000484,箕輪尊文,1,1,RAN
AUTR-000543,山田太一,1,1,YAM
AUTR-000544,吉本ばなな,1,1,YAM
AUTR-000545,稲見一良,1,1,YAM
AUTR-000546,久世光彦,1,1,YAM
AUTR-000548,梁石日,1,1,YAM
AUTR-000549,岩井志麻子,1,1,YAM
AUTR-000550,中山可穂,1,1,YAM
AUTR-000551,宇月原晴明,1,1,YAM
AUTR-000553,原田マハ,1,1,YAM
AUTR-000554,小野不由美,1,1,YAM
AUTR-000555,柚木麻子,1,1,YAM
AUTR-000556,朝倉かすみ,1,1,YAM
AUTR-000557,砂原浩太朗,1,1,YAM
AUTR-000558,新川帆立,1,1,YAM
AUTR-000559,蝉谷めぐ実,1,1,YAM
AUTR-000560,山岡荘八,1,1,KIK
AUTR-000561,吉村昭,1,1,KIK
AUTR-000562,船山馨,1,1,KIK
AUTR-000563,尾崎秀樹,1,1,KIK
AUTR-000564,原田康子,1,1,KIK
AUTR-000566,赤川次郎,1,1,KIK
