history_id,work_id,award_id,award_year,award_no,award_term,status,confidence,remarks
735,PLAM-001011,NOM,1953,6,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
736,PLAM-001012,NOM,1946,5,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
737,PLAM-001013,NOM,1943,3,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
738,PLAM-001014,NOM,1941,1,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
739,PLAM-000417,RAN,1955,1,H1,awarded,VERIFIED,初期特別表彰（評論・辞典）
740,PLAM-000418,RAN,1956,2,H1,awarded,VERIFIED,初期特別表彰（出版貢献）
741,PLAM-000419,RAN,1957,3,H1,awarded,VERIFIED,
742,PLAM-000420,RAN,1958,4,H1,awarded,VERIFIED,
743,PLAM-000421,RAN,1959,5,H1,awarded,VERIFIED,
744,PLAM-000422,RAN,1961,7,H1,awarded,VERIFIED,
745,PLAM-000423,RAN,1962,8,H1,co_winner,VERIFIED,
746,PLAM-000424,RAN,1962,8,H1,co_winner,VERIFIED,
747,PLAM-000425,RAN,1963,9,H1,awarded,VERIFIED,
748,PLAM-000426,RAN,1964,10,H1,awarded,VERIFIED,
749,PLAM-000427,RAN,1965,11,H1,awarded,VERIFIED,
750,PLAM-000428,RAN,1966,12,H1,awarded,VERIFIED,
751,PLAM-000429,RAN,1967,13,H1,awarded,VERIFIED,
752,PLAM-000430,RAN,1969,15,H1,awarded,VERIFIED,
753,PLAM-000431,RAN,1970,16,H1,awarded,VERIFIED,
754,PLAM-000432,RAN,1972,18,H1,awarded,VERIFIED,
755,PLAM-000433,RAN,1973,19,H1,awarded,VERIFIED,
756,PLAM-000434,RAN,1974,20,H1,awarded,VERIFIED,
757,PLAM-000435,RAN,1975,21,H1,awarded,VERIFIED,
758,PLAM-000436,RAN,1976,22,H1,awarded,VERIFIED,
759,PLAM-000437,RAN,1977,23,H1,co_winner,VERIFIED,
760,PLAM-000438,RAN,1977,23,H1,co_winner,VERIFIED,
761,PLAM-000439,RAN,1978,24,H1,awarded,VERIFIED,
762,PLAM-000440,RAN,1979,25,H1,awarded,VERIFIED,
763,PLAM-000441,RAN,1980,26,H1,awarded,VERIFIED,
764,PLAM-000442,RAN,1981,27,H1,awarded,VERIFIED,
765,PLAM-000443,RAN,1982,28,H1,co_winner,VERIFIED,
766,PLAM-000444,RAN,1982,28,H1,co_winner,VERIFIED,
767,PLAM-000445,RAN,1983,29,H1,awarded,VERIFIED,
768,PLAM-000446,RAN,1984,30,H1,awarded,VERIFIED,
769,PLAM-000447,RAN,1985,31,H1,co_winner,VERIFIED,
770,PLAM-000448,RAN,1985,31,H1,co_winner,VERIFIED,
771,PLAM-000449,RAN,1986,32,H1,awarded,VERIFIED,
772,PLAM-000450,RAN,1987,33,H1,awarded,VERIFIED,
773,PLAM-000451,RAN,1988,34,H1,awarded,VERIFIED,
774,PLAM-000452,RAN,1989,35,H1,awarded,VERIFIED,
775,PLAM-000453,RAN,1990,36,H1,co_winner,VERIFIED,
776,PLAM-000454,RAN,1990,36,H1,co_winner,VERIFIED,
777,PLAM-000455,RAN,1991,37,H1,co_winner,VERIFIED,
778,PLAM-000456,RAN,1991,37,H1,co_winner,VERIFIED,
779,PLAM-000457,RAN,1992,38,H1,awarded,VERIFIED,
780,PLAM-000458,RAN,1993,39,H1,awarded,VERIFIED,
781,PLAM-000459,RAN,1994,40,H1,awarded,VERIFIED,
782,PLAM-000276,RAN,1995,41,H1,awarded,VERIFIED,
783,PLAM-000460,RAN,1996,42,H1,awarded,VERIFIED,
784,PLAM-000461,RAN,1997,43,H1,awarded,VERIFIED,
785,PLAM-000462,RAN,1998,44,H1,co_winner,VERIFIED,
786,PLAM-000463,RAN,1998,44,H1,co_winner,VERIFIED,
787,PLAM-000464,RAN,1999,45,H1,awarded,VERIFIED,
788,PLAM-000465,RAN,2000,46,H1,awarded,VERIFIED,
789,PLAM-000466,RAN,2001,47,H1,awarded,VERIFIED,
790,PLAM-000467,RAN,2002,48,H1,awarded,VERIFIED,
791,PLAM-000468,RAN,2003,49,H1,co_winner,VERIFIED,
792,PLAM-000469,RAN,2003,49,H1,co_winner,VERIFIED,
793,PLAM-000470,RAN,2004,50,H1,awarded,VERIFIED,
794,PLAM-000471,RAN,2005,51,H1,awarded,VERIFIED,
795,PLAM-000472,RAN,2006,52,H1,co_winner,VERIFIED,
796,PLAM-000473,RAN,2006,52,H1,co_winner,VERIFIED,
797,PLAM-000474,RAN,2007,53,H1,awarded,VERIFIED,
798,PLAM-000475,RAN,2008,54,H1,co_winner,VERIFIED,
799,PLAM-000476,RAN,2008,54,H1,co_winner,VERIFIED,
800,PLAM-000477,RAN,2009,55,H1,awarded,VERIFIED,
801,PLAM-000478,RAN,2010,56,H1,awarded,VERIFIED,
802,PLAM-000479,RAN,2011,57,H1,co_winner,VERIFIED,
803,PLAM-000480,RAN,2011,57,H1,co_winner,VERIFIED,
804,PLAM-000481,RAN,2012,58,H1,awarded,VERIFIED,
805,PLAM-000482,RAN,2013,59,H1,awarded,VERIFIED,
806,PLAM-000483,RAN,2014,60,H1,awarded,VERIFIED,
807,PLAM-000484,RAN,2015,61,H1,awarded,VERIFIED,
808,PLAM-000485,RAN,2016,62,H1,awarded,VERIFIED,
809,PLAM-000486,RAN,2018,64,H1,awarded,VERIFIED,
810,PLAM-000487,RAN,2019,65,H1,awarded,VERIFIED,
811,PLAM-000488,RAN,2020,66,H1,awarded,VERIFIED,
812,PLAM-000489,RAN,2021,67,H1,co_winner,VERIFIED,
813,PLAM-000490,RAN,2021,67,H1,co_winner,VERIFIED,
814,PLAM-000491,RAN,2022,68,H1,awarded,VERIFIED,
815,PLAM-000492,RAN,2023,69,H1,awarded,VERIFIED,
816,PLAM-000493,RAN,2024,70,H1,co_winner,VERIFIED,
817,PLAM-000494,RAN,2024,70,H1,co_winner,VERIFIED,
818,PLAM-000495,RAN,2025,71,H1,awarded,VERIFIED,
819,PLAM-000496,RAN,2026,72,H1,awarded,VERIFIED,
820,PLAM-000783,TAN,2025,61,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
821,PLAM-000784,TAN,2024,60,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
822,PLAM-000785,TAN,2023,59,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
823,PLAM-000786,TAN,2022,58,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
824,PLAM-000787,TAN,2021,57,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
825,PLAM-000788,TAN,2020,56,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
826,PLAM-000789,TAN,2019,55,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
827,PLAM-000334,TAN,2018,54,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
828,PLAM-000371,TAN,2017,53,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
829,PLAM-000327,TAN,2016,52,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
830,PLAM-000328,TAN,2015,51,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
831,PLAM-000324,TAN,2014,50,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
832,PLAM-000790,TAN,2013,49,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
833,PLAM-000791,TAN,2012,48,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
834,PLAM-000792,TAN,2011,47,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
835,PLAM-000793,TAN,2010,46,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
836,PLAM-000794,TAN,2008,44,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
837,PLAM-000795,TAN,2007,43,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
838,PLAM-000796,TAN,2006,42,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
839,PLAM-000797,TAN,2005,41,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
840,PLAM-000798,TAN,2005,41,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
841,PLAM-000799,TAN,2004,40,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
842,PLAM-000800,TAN,2003,39,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
843,PLAM-000801,TAN,2001,37,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
844,PLAM-000802,TAN,2000,36,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
845,PLAM-000803,TAN,2000,36,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
846,PLAM-000804,TAN,1999,35,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
847,PLAM-000805,TAN,1998,34,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
848,PLAM-000806,TAN,1997,33,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
849,PLAM-000807,TAN,1997,33,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
850,PLAM-000808,TAN,1995,31,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
851,PLAM-000809,TAN,1994,30,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
852,PLAM-000810,TAN,1993,29,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
853,PLAM-000811,TAN,1992,28,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
854,PLAM-000812,TAN,1991,27,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
855,PLAM-000813,TAN,1990,26,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
856,PLAM-000814,TAN,1987,23,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
857,PLAM-000815,TAN,1986,22,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
858,PLAM-000816,TAN,1985,21,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
859,PLAM-000817,TAN,1973,9,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
860,PLAM-000818,TAN,1972,8,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
861,PLAM-000819,TAN,1971,7,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
862,PLAM-000820,TAN,1970,6,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
863,PLAM-000821,TAN,1970,6,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
864,PLAM-000822,TAN,1967,3,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
865,PLAM-000823,TAN,1967,3,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
866,PLAM-000824,TAN,1966,2,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
867,PLAM-000825,TAN,1965,1,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
868,PLAM-000591,YAM,1988,1,H1,awarded,REVIEWED,
869,PLAM-000592,YAM,1989,2,H1,awarded,REVIEWED,
870,PLAM-000513,YAM,1990,3,H1,awarded,REVIEWED,
871,PLAM-000593,YAM,1991,4,H1,awarded,REVIEWED,
872,PLAM-000594,YAM,1992,5,H1,awarded,REVIEWED,
873,PLAM-000595,YAM,1993,6,H1,awarded,REVIEWED,
874,PLAM-000596,YAM,1994,7,H1,awarded,REVIEWED,
875,PLAM-000597,YAM,1995,8,H1,awarded,REVIEWED,
876,PLAM-000598,YAM,1996,9,H1,awarded,REVIEWED,
877,PLAM-000523,YAM,1997,10,H1,co_winner,REVIEWED,
878,PLAM-000599,YAM,1997,10,H1,co_winner,REVIEWED,
879,PLAM-000600,YAM,1998,11,H1,awarded,REVIEWED,
880,PLAM-000601,YAM,1999,12,H1,awarded,REVIEWED,
881,PLAM-000602,YAM,2000,13,H1,awarded,REVIEWED,
882,PLAM-000603,YAM,2001,14,H1,co_winner,REVIEWED,
883,PLAM-000604,YAM,2001,14,H1,co_winner,REVIEWED,
884,PLAM-000605,YAM,2002,15,H1,co_winner,REVIEWED,
885,PLAM-000606,YAM,2002,15,H1,co_winner,REVIEWED,
886,PLAM-000607,YAM,2003,16,H1,awarded,REVIEWED,
887,PLAM-000299,YAM,2004,17,H1,awarded,REVIEWED,
888,PLAM-000608,YAM,2005,18,H1,co_winner,REVIEWED,
889,PLAM-000609,YAM,2005,18,H1,co_winner,REVIEWED,
890,PLAM-000610,YAM,2006,19,H1,awarded,REVIEWED,
891,PLAM-000611,YAM,2007,20,H1,co_winner,REVIEWED,
892,PLAM-000612,YAM,2007,20,H1,co_winner,REVIEWED,
893,PLAM-000542,YAM,2008,21,H1,co_winner,REVIEWED,
894,PLAM-000399,YAM,2008,21,H1,co_winner,REVIEWED,
895,PLAM-000613,YAM,2009,22,H1,awarded,REVIEWED,
896,PLAM-000614,YAM,2010,23,H1,co_winner,REVIEWED,
897,PLAM-000615,YAM,2010,23,H1,co_winner,REVIEWED,
898,PLAM-000616,YAM,2011,24,H1,awarded,REVIEWED,
899,PLAM-000617,YAM,2012,25,H1,awarded,REVIEWED,
900,PLAM-000618,YAM,2013,26,H1,awarded,REVIEWED,
901,PLAM-000619,YAM,2014,27,H1,awarded,REVIEWED,
902,PLAM-000620,YAM,2015,28,H1,awarded,REVIEWED,
903,PLAM-000621,YAM,2016,29,H1,awarded,REVIEWED,
904,PLAM-000622,YAM,2017,30,H1,awarded,REVIEWED,
905,PLAM-000623,YAM,2018,31,H1,awarded,REVIEWED,
906,PLAM-000624,YAM,2019,32,H1,awarded,REVIEWED,
907,PLAM-000625,YAM,2020,33,H1,awarded,REVIEWED,
908,PLAM-000379,YAM,2021,34,H1,awarded,REVIEWED,
909,PLAM-000626,YAM,2022,35,H1,awarded,REVIEWED,
910,PLAM-000387,YAM,2023,36,H1,awarded,REVIEWED,
911,PLAM-000564,YAM,2024,37,H1,awarded,REVIEWED,
912,PLAM-000627,YAM,2025,38,H1,awarded,REVIEWED,
913,PLAM-000628,YAM,2026,39,H1,awarded,REVIEWED,
914,PLAM-000849,YOM,2024,76,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
915,PLAM-000850,YOM,2023,75,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
916,PLAM-000851,YOM,2022,74,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
917,PLAM-000852,YOM,2021,73,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
918,PLAM-000853,YOM,2019,71,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
919,PLAM-000854,YOM,2018,70,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
920,PLAM-000855,YOM,2017,69,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
921,PLAM-000856,YOM,2016,68,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
922,PLAM-000857,YOM,2015,67,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
923,PLAM-000858,YOM,2014,66,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
924,PLAM-000859,YOM,2014,66,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
925,PLAM-000860,YOM,2013,65,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
926,PLAM-000861,YOM,2012,64,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
927,PLAM-000862,YOM,2012,64,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
928,PLAM-000863,YOM,2010,62,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
929,PLAM-000864,YOM,2009,61,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
930,PLAM-000865,YOM,2008,60,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
931,PLAM-000866,YOM,2007,59,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
932,PLAM-000867,YOM,2005,57,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
933,PLAM-000868,YOM,2005,57,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
934,PLAM-000395,YOM,2003,55,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
935,PLAM-000869,YOM,2002,54,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
936,PLAM-000870,YOM,2001,53,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
937,PLAM-000871,YOM,2000,52,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
938,PLAM-000872,YOM,2000,52,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
939,PLAM-000873,YOM,1999,51,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
940,PLAM-000874,YOM,1999,51,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
941,PLAM-000875,YOM,1998,50,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
942,PLAM-000876,YOM,1998,50,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
943,PLAM-000877,YOM,1997,49,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
944,PLAM-000878,YOM,1997,49,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
945,PLAM-000879,YOM,1995,47,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
946,PLAM-000880,YOM,1995,47,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
947,PLAM-000881,YOM,1994,46,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
948,PLAM-000882,YOM,1994,46,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
949,PLAM-000883,YOM,1992,44,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
950,PLAM-000884,YOM,1991,43,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
951,PLAM-000885,YOM,1991,43,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
952,PLAM-000886,YOM,1990,42,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
953,PLAM-000887,YOM,1989,41,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
954,PLAM-000888,YOM,1989,41,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
955,PLAM-000889,YOM,1988,40,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
956,PLAM-000890,YOM,1987,39,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
957,PLAM-000891,YOM,1986,38,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
958,PLAM-000892,YOM,1985,37,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
959,PLAM-000893,YOM,1985,37,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
960,PLAM-000894,YOM,1984,36,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
961,PLAM-000895,YOM,1982,34,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
962,PLAM-000713,YOM,1981,33,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
963,PLAM-000896,YOM,1981,33,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
964,PLAM-000897,YOM,1979,31,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
965,PLAM-000898,YOM,1978,30,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
966,PLAM-000899,YOM,1977,29,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
967,PLAM-000900,YOM,1976,28,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
968,PLAM-000901,YOM,1975,27,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
969,PLAM-000902,YOM,1975,27,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
970,PLAM-000903,YOM,1974,26,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
971,PLAM-000904,YOM,1973,25,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
972,PLAM-000905,YOM,1973,25,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
973,PLAM-000906,YOM,1972,24,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
974,PLAM-000907,YOM,1970,22,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
975,PLAM-000908,YOM,1969,21,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
976,PLAM-000909,YOM,1969,21,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
977,PLAM-000910,YOM,1968,20,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
978,PLAM-000911,YOM,1968,20,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
979,PLAM-000912,YOM,1967,19,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
980,PLAM-000913,YOM,1966,18,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
981,PLAM-000914,YOM,1965,17,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
982,PLAM-000915,YOM,1964,16,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
983,PLAM-000916,YOM,1963,15,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
984,PLAM-000917,YOM,1962,14,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
985,PLAM-000918,YOM,1960,12,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
986,PLAM-000919,YOM,1959,11,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
987,PLAM-000920,YOM,1959,11,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
988,PLAM-000921,YOM,1957,9,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
989,PLAM-000922,YOM,1957,9,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
990,PLAM-000923,YOM,1956,8,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
991,PLAM-000924,YOM,1956,8,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
992,PLAM-000925,YOM,1955,7,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
993,PLAM-000926,YOM,1955,7,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
994,PLAM-000927,YOM,1954,6,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
995,PLAM-000928,YOM,1952,4,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
996,PLAM-000929,YOM,1951,3,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
997,PLAM-000930,YOM,1950,2,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
998,PLAM-000931,YOM,1949,1,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
999,PLAM-000629,KIK,1967,1,H1,awarded,REVIEWED,複数作対象
1000,PLAM-000630,KIK,1968,2,H1,awarded,REVIEWED,
1001,PLAM-000631,KIK,1969,3,H1,awarded,REVIEWED,
1002,PLAM-000632,KIK,1970,4,H1,awarded,REVIEWED,
1003,PLAM-000633,KIK,1971,5,H1,awarded,REVIEWED,複数作対象
1004,PLAM-000634,KIK,1972,6,H1,awarded,REVIEWED,
1005,PLAM-000635,KIK,1973,7,H1,awarded,REVIEWED,
1006,PLAM-000636,KIK,1974,8,H1,awarded,REVIEWED,
1007,PLAM-000637,KIK,1975,9,H1,awarded,REVIEWED,
1008,PLAM-000638,KIK,1976,10,H1,awarded,REVIEWED,
1009,PLAM-000639,KIK,1977,11,H1,awarded,REVIEWED,複数シリーズ対象
1010,PLAM-000640,KIK,1978,12,H1,awarded,REVIEWED,
1011,PLAM-000641,KIK,1979,13,H1,awarded,REVIEWED,
1012,PLAM-000642,KIK,1980,14,H1,co_winner,REVIEWED,
1013,PLAM-000643,KIK,1980,14,H1,co_winner,REVIEWED,「長崎ロシア遊女館」も対象
1014,PLAM-000644,KIK,1981,15,H1,awarded,REVIEWED,
1015,PLAM-000645,KIK,1982,16,H1,awarded,REVIEWED,
1016,PLAM-000646,KIK,1983,17,H1,awarded,REVIEWED,
1017,PLAM-000647,KIK,1984,18,H1,awarded,REVIEWED,
1018,PLAM-000648,KIK,1985,19,H1,awarded,REVIEWED,
1019,PLAM-000649,KIK,1986,20,H1,co_winner,REVIEWED,「不忠臣蔵」も対象
1020,PLAM-000650,KIK,1986,20,H1,co_winner,REVIEWED,
1021,PLAM-000651,KIK,1987,21,H1,awarded,REVIEWED,
1022,PLAM-000652,KIK,1988,22,H1,awarded,REVIEWED,
1023,PLAM-000653,KIK,1989,23,H1,awarded,REVIEWED,
1024,PLAM-000654,KIK,1990,24,H1,awarded,REVIEWED,
1025,PLAM-000655,KIK,1991,25,H1,awarded,REVIEWED,
1026,PLAM-000656,KIK,1992,26,H1,awarded,REVIEWED,
1027,PLAM-000657,KIK,1993,27,H1,awarded,REVIEWED,
1028,PLAM-000658,KIK,1995,29,H1,co_winner,REVIEWED,
1029,PLAM-000659,KIK,1995,29,H1,co_winner,REVIEWED,
1030,PLAM-000660,KIK,1996,30,H1,awarded,REVIEWED,
1031,PLAM-000661,KIK,1997,31,H1,awarded,REVIEWED,
1032,PLAM-000662,KIK,1998,32,H1,co_winner,REVIEWED,
1033,PLAM-000663,KIK,1998,32,H1,co_winner,REVIEWED,
1034,PLAM-000664,KIK,1999,33,H1,awarded,REVIEWED,
1035,PLAM-000665,KIK,2000,34,H1,awarded,REVIEWED,
1036,PLAM-000666,KIK,2001,35,H1,awarded,REVIEWED,
1037,PLAM-000667,KIK,2002,36,H1,awarded,REVIEWED,
1038,PLAM-000668,KIK,2003,37,H1,awarded,REVIEWED,
1039,PLAM-000669,KIK,2004,38,H1,awarded,REVIEWED,
1040,PLAM-000670,KIK,2005,39,H1,awarded,REVIEWED,
1041,PLAM-000671,KIK,2007,41,H1,awarded,REVIEWED,
1042,PLAM-000672,KIK,2008,42,H1,awarded,REVIEWED,
1043,PLAM-000673,KIK,2009,43,H1,awarded,REVIEWED,
1044,PLAM-000674,KIK,2010,44,H1,awarded,REVIEWED,
1045,PLAM-000675,KIK,2011,45,H1,awarded,REVIEWED,
1046,PLAM-000676,KIK,2012,46,H1,awarded,REVIEWED,
1047,PLAM-000677,KIK,2013,47,H1,awarded,REVIEWED,
1048,PLAM-000678,KIK,2014,48,H1,co_winner,REVIEWED,
1049,PLAM-000679,KIK,2014,48,H1,co_winner,REVIEWED,
1050,PLAM-000680,KIK,2015,49,H1,awarded,REVIEWED,
1051,PLAM-000681,KIK,2016,50,H1,awarded,REVIEWED,
1052,PLAM-000682,KIK,2017,51,H1,awarded,REVIEWED,
1053,PLAM-000683,KIK,2018,52,H1,awarded,REVIEWED,
1054,PLAM-000684,KIK,2019,53,H1,awarded,REVIEWED,
1055,PLAM-000685,KIK,2021,55,H1,awarded,REVIEWED,
1056,PLAM-000686,KIK,2022,56,H1,co_winner,REVIEWED,
1057,PLAM-000687,KIK,2022,56,H1,co_winner,REVIEWED,
1058,PLAM-000688,KIK,2023,57,H1,awarded,REVIEWED,
1059,PLAM-000689,KIK,2024,58,H1,awarded,REVIEWED,
1060,PLAM-000690,KIK,2025,59,H1,awarded,REVIEWED,
1061,PLAM-000691,KIK,2026,60,H1,awarded,REVIEWED,
