history_id,work_id,award_id,award_year,award_no,award_term,status,confidence,remarks
391,PLAM-000692,KMS,1992,4,H1,awarded,REVIEWED,第4回
392,PLAM-000594,KMS,1993,5,H1,awarded,REVIEWED,第5回
393,PLAM-000237,KMS,1994,6,H1,awarded,REVIEWED,第6回
394,PLAM-000693,KMS,1995,7,H1,awarded,REVIEWED,第7回
395,PLAM-000694,KMS,1996,8,H1,awarded,REVIEWED,第8回
396,PLAM-000695,KMS,1997,9,H1,awarded,REVIEWED,第9回
397,PLAM-000524,KMS,1998,10,H1,awarded,REVIEWED,第10回
398,PLAM-000696,KMS,1999,11,H1,awarded,REVIEWED,第11回
399,PLAM-000528,KMS,2000,12,H1,awarded,REVIEWED,第12回
400,PLAM-000697,KMS,2001,13,H1,awarded,REVIEWED,第13回
401,PLAM-000698,KMS,2002,14,H1,awarded,REVIEWED,第14回
402,PLAM-000699,KMS,2003,15,H1,awarded,REVIEWED,第15回
403,PLAM-000537,KMS,2004,16,H1,awarded,REVIEWED,第16回
404,PLAM-000571,KMS,2005,17,H1,awarded,REVIEWED,第17回
405,PLAM-000572,KMS,2006,18,H1,awarded,REVIEWED,第18回
406,PLAM-000700,KMS,2007,19,H1,awarded,REVIEWED,第19回
407,PLAM-000701,KMS,2008,20,H1,awarded,REVIEWED,第20回
408,PLAM-000399,KMS,2009,21,H1,awarded,REVIEWED,第21回
409,PLAM-000702,KMS,2010,22,H1,awarded,REVIEWED,第22回
410,PLAM-000703,KMS,2011,23,H1,awarded,REVIEWED,第23回
411,PLAM-000549,KMS,2012,24,H1,awarded,REVIEWED,第24回
412,PLAM-000704,KMS,2013,25,H1,awarded,REVIEWED,第25回（ロクヨン）
413,PLAM-000705,KMS,2014,26,H1,awarded,REVIEWED,第26回
414,PLAM-000619,KMS,2015,27,H1,awarded,REVIEWED,第27回
415,PLAM-000706,KMS,2016,28,H1,awarded,REVIEWED,第28回
416,PLAM-000584,KMS,2017,29,H1,awarded,REVIEWED,第29回
417,PLAM-000585,KMS,2018,30,H1,awarded,REVIEWED,第30回
418,PLAM-000707,KMS,2019,31,H1,awarded,REVIEWED,第31回
419,PLAM-000587,KMS,2020,32,H1,awarded,REVIEWED,第32回
420,PLAM-000708,KMS,2021,33,H1,awarded,REVIEWED,第33回
421,PLAM-000382,KMS,2022,34,H1,awarded,REVIEWED,第34回
422,PLAM-000709,KMS,2023,35,H1,awarded,REVIEWED,第35回
423,PLAM-000710,KMS,2024,36,H1,awarded,REVIEWED,第36回
424,PLAM-000564,KMS,2025,37,H1,awarded,REVIEWED,第37回
425,PLAM-000711,KMS,2026,38,H1,awarded,REVIEWED,第38回（新潮社プレスリリースで確認）
426,PLAM-000826,MIS,2026,39,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
427,PLAM-000827,MIS,2025,38,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
428,PLAM-000828,MIS,2024,37,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
429,PLAM-000829,MIS,2023,36,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
430,PLAM-000830,MIS,2022,35,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
431,PLAM-000831,MIS,2021,34,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
432,PLAM-000832,MIS,2020,33,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
433,PLAM-000833,MIS,2019,32,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
434,PLAM-000834,MIS,2018,31,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
435,PLAM-000835,MIS,2017,30,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
436,PLAM-000836,MIS,2016,29,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
437,PLAM-000837,MIS,2015,28,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
438,PLAM-000838,MIS,2013,26,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
439,PLAM-000839,MIS,2012,25,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
440,PLAM-000840,MIS,2011,24,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
441,PLAM-000841,MIS,2010,23,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
442,PLAM-000842,MIS,2009,22,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
443,PLAM-000843,MIS,2008,21,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
444,PLAM-000844,MIS,2007,20,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
445,PLAM-000845,MIS,2006,19,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
446,PLAM-000846,MIS,1996,9,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
447,PLAM-000847,MIS,1990,3,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
448,PLAM-000848,MIS,1988,1,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
449,PLAM-000114,NAO,1935,1,H1,awarded,OFFICIAL,
450,PLAM-000115,NAO,1935,2,H2,awarded,OFFICIAL,
451,PLAM-000116,NAO,1936,3,H1,awarded,OFFICIAL,
452,PLAM-000117,NAO,1936,4,H2,awarded,OFFICIAL,
453,PLAM-000118,NAO,1937,6,H2,awarded,OFFICIAL,
454,PLAM-000119,NAO,1938,7,H1,awarded,OFFICIAL,
455,PLAM-000120,NAO,1938,8,H2,awarded,OFFICIAL,
456,PLAM-000121,NAO,1940,11,H1,co_winner,OFFICIAL,
457,PLAM-000122,NAO,1940,11,H1,co_winner,OFFICIAL,
458,PLAM-000123,NAO,1940,12,H2,awarded,OFFICIAL,
459,PLAM-000124,NAO,1942,16,H2,co_winner,OFFICIAL,
460,PLAM-000125,NAO,1942,16,H2,co_winner,OFFICIAL,
461,PLAM-000126,NAO,1943,18,H2,awarded,OFFICIAL,
462,PLAM-000127,NAO,1944,19,H1,awarded,OFFICIAL,
463,PLAM-000128,NAO,1949,21,H1,awarded,OFFICIAL,1944年第20回H2〜1948年は戦争のため休止
464,PLAM-000129,NAO,1949,22,H2,awarded,OFFICIAL,
465,PLAM-000130,NAO,1950,23,H1,co_winner,OFFICIAL,
466,PLAM-000131,NAO,1950,23,H1,co_winner,OFFICIAL,
467,PLAM-000132,NAO,1950,24,H2,awarded,OFFICIAL,
468,PLAM-000133,NAO,1951,25,H1,awarded,OFFICIAL,
469,PLAM-000134,NAO,1951,26,H2,co_winner,OFFICIAL,
470,PLAM-000135,NAO,1951,26,H2,co_winner,OFFICIAL,
471,PLAM-000136,NAO,1952,27,H1,awarded,OFFICIAL,
472,PLAM-000137,NAO,1952,28,H2,awarded,OFFICIAL,
473,PLAM-000138,NAO,1954,31,H1,awarded,OFFICIAL,
474,PLAM-000139,NAO,1954,32,H2,co_winner,OFFICIAL,
475,PLAM-000140,NAO,1954,32,H2,co_winner,OFFICIAL,
476,PLAM-000141,NAO,1955,34,H2,co_winner,OFFICIAL,
477,PLAM-000142,NAO,1955,34,H2,co_winner,OFFICIAL,
478,PLAM-000143,NAO,1956,35,H1,co_winner,OFFICIAL,
479,PLAM-000144,NAO,1956,35,H1,co_winner,OFFICIAL,
480,PLAM-000145,NAO,1956,36,H2,co_winner,OFFICIAL,
481,PLAM-000146,NAO,1956,36,H2,co_winner,OFFICIAL,
482,PLAM-000147,NAO,1957,37,H1,awarded,OFFICIAL,
483,PLAM-000148,NAO,1958,39,H1,co_winner,OFFICIAL,
484,PLAM-000149,NAO,1958,39,H1,co_winner,OFFICIAL,
485,PLAM-000150,NAO,1958,40,H2,co_winner,OFFICIAL,
486,PLAM-000151,NAO,1958,40,H2,co_winner,OFFICIAL,
487,PLAM-000152,NAO,1959,41,H1,co_winner,OFFICIAL,
488,PLAM-000153,NAO,1959,41,H1,co_winner,OFFICIAL,
489,PLAM-000154,NAO,1959,42,H2,co_winner,OFFICIAL,
490,PLAM-000155,NAO,1959,42,H2,co_winner,OFFICIAL,
491,PLAM-000156,NAO,1960,43,H1,awarded,OFFICIAL,
492,PLAM-000157,NAO,1960,44,H2,co_winner,OFFICIAL,
493,PLAM-000158,NAO,1960,44,H2,co_winner,OFFICIAL,
494,PLAM-000159,NAO,1961,45,H1,awarded,OFFICIAL,
495,PLAM-000160,NAO,1961,46,H2,awarded,OFFICIAL,
496,PLAM-000161,NAO,1962,47,H1,awarded,OFFICIAL,
497,PLAM-000162,NAO,1962,48,H2,co_winner,OFFICIAL,
498,PLAM-000163,NAO,1962,48,H2,co_winner,OFFICIAL,
499,PLAM-000164,NAO,1963,49,H1,awarded,OFFICIAL,
500,PLAM-000165,NAO,1963,50,H2,co_winner,OFFICIAL,
501,PLAM-000166,NAO,1963,50,H2,co_winner,OFFICIAL,
502,PLAM-000167,NAO,1964,52,H2,co_winner,OFFICIAL,
503,PLAM-000168,NAO,1964,52,H2,co_winner,OFFICIAL,
504,PLAM-000169,NAO,1965,53,H1,awarded,OFFICIAL,
505,PLAM-000170,NAO,1965,54,H2,co_winner,OFFICIAL,
506,PLAM-000171,NAO,1965,54,H2,co_winner,OFFICIAL,
507,PLAM-000172,NAO,1966,55,H1,awarded,OFFICIAL,
508,PLAM-000173,NAO,1966,56,H2,awarded,OFFICIAL,
509,PLAM-000174,NAO,1967,57,H1,awarded,OFFICIAL,
510,PLAM-000175,NAO,1967,58,H2,co_winner,OFFICIAL,
511,PLAM-000176,NAO,1967,58,H2,co_winner,OFFICIAL,
512,PLAM-000177,NAO,1968,60,H2,co_winner,OFFICIAL,
513,PLAM-000178,NAO,1968,60,H2,co_winner,OFFICIAL,
514,PLAM-000179,NAO,1969,61,H1,awarded,OFFICIAL,
515,PLAM-000180,NAO,1970,63,H1,co_winner,OFFICIAL,
516,PLAM-000181,NAO,1970,63,H1,co_winner,OFFICIAL,
517,PLAM-000182,NAO,1970,64,H2,awarded,OFFICIAL,
518,PLAM-000183,NAO,1972,67,H1,co_winner,OFFICIAL,
519,PLAM-000184,NAO,1972,67,H1,co_winner,OFFICIAL,
520,PLAM-000185,NAO,1973,69,H1,co_winner,OFFICIAL,
521,PLAM-000186,NAO,1973,69,H1,co_winner,OFFICIAL,
522,PLAM-000187,NAO,1974,71,H1,awarded,OFFICIAL,
523,PLAM-000188,NAO,1974,72,H2,co_winner,OFFICIAL,
524,PLAM-000189,NAO,1974,72,H2,co_winner,OFFICIAL,
525,PLAM-000190,NAO,1975,74,H2,awarded,OFFICIAL,
526,PLAM-000191,NAO,1976,76,H2,awarded,OFFICIAL,
527,PLAM-000192,NAO,1978,79,H1,co_winner,OFFICIAL,
528,PLAM-000193,NAO,1978,79,H1,co_winner,OFFICIAL,
529,PLAM-000194,NAO,1978,80,H2,co_winner,OFFICIAL,
530,PLAM-000195,NAO,1978,80,H2,co_winner,OFFICIAL,
531,PLAM-000196,NAO,1979,81,H1,co_winner,OFFICIAL,
532,PLAM-000197,NAO,1979,81,H1,co_winner,OFFICIAL,
533,PLAM-000198,NAO,1980,83,H1,co_winner,OFFICIAL,
534,PLAM-000199,NAO,1980,83,H1,co_winner,OFFICIAL,
535,PLAM-000200,NAO,1980,84,H2,awarded,OFFICIAL,
536,PLAM-000201,NAO,1981,85,H1,awarded,OFFICIAL,
537,PLAM-000202,NAO,1981,86,H2,co_winner,OFFICIAL,
538,PLAM-000203,NAO,1981,86,H2,co_winner,OFFICIAL,
539,PLAM-000204,NAO,1982,87,H1,co_winner,OFFICIAL,
540,PLAM-000205,NAO,1982,87,H1,co_winner,OFFICIAL,
541,PLAM-000206,NAO,1983,89,H1,awarded,OFFICIAL,
542,PLAM-000207,NAO,1983,90,H2,co_winner,OFFICIAL,
543,PLAM-000208,NAO,1983,90,H2,co_winner,OFFICIAL,
544,PLAM-000209,NAO,1984,91,H1,co_winner,OFFICIAL,
545,PLAM-000210,NAO,1984,91,H1,co_winner,OFFICIAL,
546,PLAM-000211,NAO,1985,93,H1,awarded,OFFICIAL,
547,PLAM-000212,NAO,1985,94,H2,co_winner,OFFICIAL,
548,PLAM-000213,NAO,1985,94,H2,co_winner,OFFICIAL,
549,PLAM-000214,NAO,1986,95,H1,awarded,OFFICIAL,
550,PLAM-000215,NAO,1986,96,H2,co_winner,OFFICIAL,
551,PLAM-000216,NAO,1986,96,H2,co_winner,OFFICIAL,
552,PLAM-000217,NAO,1987,97,H1,co_winner,OFFICIAL,
553,PLAM-000218,NAO,1987,97,H1,co_winner,OFFICIAL,
554,PLAM-000219,NAO,1987,98,H2,awarded,OFFICIAL,
555,PLAM-000220,NAO,1988,99,H1,co_winner,OFFICIAL,
556,PLAM-000221,NAO,1988,99,H1,co_winner,OFFICIAL,
557,PLAM-000222,NAO,1988,100,H2,co_winner,OFFICIAL,
558,PLAM-000223,NAO,1988,100,H2,co_winner,OFFICIAL,
559,PLAM-000224,NAO,1989,101,H1,co_winner,OFFICIAL,
560,PLAM-000225,NAO,1989,101,H1,co_winner,OFFICIAL,
561,PLAM-000226,NAO,1989,102,H2,co_winner,OFFICIAL,
562,PLAM-000227,NAO,1989,102,H2,co_winner,OFFICIAL,
563,PLAM-000228,NAO,1990,103,H1,awarded,OFFICIAL,
564,PLAM-000229,NAO,1990,104,H2,awarded,OFFICIAL,
565,PLAM-000230,NAO,1991,105,H1,co_winner,OFFICIAL,
566,PLAM-000231,NAO,1991,105,H1,co_winner,OFFICIAL,
567,PLAM-000232,NAO,1991,106,H2,co_winner,OFFICIAL,
568,PLAM-000233,NAO,1991,106,H2,co_winner,OFFICIAL,
569,PLAM-000234,NAO,1992,107,H1,awarded,OFFICIAL,
570,PLAM-000235,NAO,1992,108,H2,awarded,OFFICIAL,
571,PLAM-000236,NAO,1993,109,H1,co_winner,OFFICIAL,
572,PLAM-000237,NAO,1993,109,H1,co_winner,OFFICIAL,
573,PLAM-000238,NAO,1993,110,H2,co_winner,OFFICIAL,
574,PLAM-000239,NAO,1993,110,H2,co_winner,OFFICIAL,
575,PLAM-000240,NAO,1994,111,H1,co_winner,OFFICIAL,
576,PLAM-000241,NAO,1994,111,H1,co_winner,OFFICIAL,
577,PLAM-000275,NAO,1995,113,H1,awarded,OFFICIAL,
578,PLAM-000276,NAO,1995,114,H2,co_winner,OFFICIAL,
579,PLAM-000277,NAO,1995,114,H2,co_winner,OFFICIAL,
580,PLAM-000278,NAO,1996,115,H1,awarded,OFFICIAL,
581,PLAM-000279,NAO,1996,116,H2,awarded,OFFICIAL,
582,PLAM-000280,NAO,1997,117,H1,co_winner,OFFICIAL,
583,PLAM-000281,NAO,1997,117,H1,co_winner,OFFICIAL,
584,PLAM-000282,NAO,1998,119,H1,awarded,OFFICIAL,
585,PLAM-000283,NAO,1998,120,H2,awarded,OFFICIAL,
586,PLAM-000284,NAO,1999,121,H1,co_winner,OFFICIAL,
587,PLAM-000285,NAO,1999,121,H1,co_winner,OFFICIAL,
588,PLAM-000286,NAO,1999,122,H2,awarded,OFFICIAL,
589,PLAM-000287,NAO,2000,123,H1,co_winner,OFFICIAL,
590,PLAM-000288,NAO,2000,123,H1,co_winner,OFFICIAL,
591,PLAM-000289,NAO,2000,124,H2,co_winner,OFFICIAL,
592,PLAM-000290,NAO,2000,124,H2,co_winner,OFFICIAL,
593,PLAM-000291,NAO,2001,125,H1,awarded,OFFICIAL,
594,PLAM-000292,NAO,2001,126,H2,co_winner,OFFICIAL,
595,PLAM-000293,NAO,2001,126,H2,co_winner,OFFICIAL,
596,PLAM-000294,NAO,2002,127,H1,awarded,OFFICIAL,
597,PLAM-000295,NAO,2003,129,H1,co_winner,OFFICIAL,
598,PLAM-000296,NAO,2003,129,H1,co_winner,OFFICIAL,
599,PLAM-000297,NAO,2003,130,H2,co_winner,OFFICIAL,
600,PLAM-000298,NAO,2003,130,H2,co_winner,OFFICIAL,
601,PLAM-000299,NAO,2004,131,H1,co_winner,OFFICIAL,
602,PLAM-000300,NAO,2004,131,H1,co_winner,OFFICIAL,
603,PLAM-000301,NAO,2004,132,H2,awarded,OFFICIAL,
604,PLAM-000302,NAO,2005,133,H1,awarded,OFFICIAL,
605,PLAM-000303,NAO,2005,134,H2,awarded,OFFICIAL,
606,PLAM-000304,NAO,2006,135,H1,co_winner,OFFICIAL,
607,PLAM-000305,NAO,2006,135,H1,co_winner,OFFICIAL,
608,PLAM-000306,NAO,2007,137,H1,awarded,OFFICIAL,
609,PLAM-000307,NAO,2007,138,H2,awarded,OFFICIAL,
610,PLAM-000308,NAO,2008,139,H1,awarded,OFFICIAL,
611,PLAM-000309,NAO,2008,140,H2,co_winner,OFFICIAL,
612,PLAM-000310,NAO,2008,140,H2,co_winner,OFFICIAL,
613,PLAM-000311,NAO,2009,141,H1,awarded,OFFICIAL,
614,PLAM-000312,NAO,2009,142,H2,co_winner,OFFICIAL,
615,PLAM-000313,NAO,2009,142,H2,co_winner,OFFICIAL,
616,PLAM-000354,NAO,2010,143,H1,awarded,OFFICIAL,
617,PLAM-000355,NAO,2010,144,H2,co_winner,OFFICIAL,
618,PLAM-000356,NAO,2010,144,H2,co_winner,OFFICIAL,
619,PLAM-000357,NAO,2011,145,H1,awarded,OFFICIAL,
620,PLAM-000358,NAO,2011,146,H2,awarded,OFFICIAL,
621,PLAM-000359,NAO,2012,147,H1,awarded,OFFICIAL,
622,PLAM-000360,NAO,2012,148,H2,co_winner,OFFICIAL,
623,PLAM-000361,NAO,2012,148,H2,co_winner,OFFICIAL,
624,PLAM-000362,NAO,2013,149,H1,awarded,OFFICIAL,
625,PLAM-000363,NAO,2013,150,H2,co_winner,OFFICIAL,
626,PLAM-000364,NAO,2013,150,H2,co_winner,OFFICIAL,
627,PLAM-000365,NAO,2014,151,H1,awarded,OFFICIAL,
628,PLAM-000366,NAO,2014,152,H2,awarded,OFFICIAL,
629,PLAM-000367,NAO,2015,153,H1,awarded,OFFICIAL,
630,PLAM-000368,NAO,2015,154,H2,awarded,OFFICIAL,
631,PLAM-000369,NAO,2016,155,H1,awarded,OFFICIAL,
632,PLAM-000370,NAO,2016,156,H2,awarded,OFFICIAL,
633,PLAM-000371,NAO,2017,157,H1,awarded,OFFICIAL,
634,PLAM-000372,NAO,2017,158,H2,awarded,OFFICIAL,
635,PLAM-000373,NAO,2018,159,H1,awarded,OFFICIAL,
636,PLAM-000374,NAO,2018,160,H2,awarded,OFFICIAL,
637,PLAM-000375,NAO,2019,161,H1,awarded,OFFICIAL,
638,PLAM-000376,NAO,2019,162,H2,awarded,OFFICIAL,
639,PLAM-000377,NAO,2020,163,H1,awarded,OFFICIAL,
640,PLAM-000378,NAO,2020,164,H2,awarded,OFFICIAL,
641,PLAM-000379,NAO,2021,165,H1,co_winner,OFFICIAL,
642,PLAM-000380,NAO,2021,165,H1,co_winner,OFFICIAL,
643,PLAM-000381,NAO,2021,166,H2,co_winner,OFFICIAL,
644,PLAM-000382,NAO,2021,166,H2,co_winner,OFFICIAL,
645,PLAM-000383,NAO,2022,167,H1,awarded,OFFICIAL,
646,PLAM-000384,NAO,2022,168,H2,co_winner,OFFICIAL,
647,PLAM-000385,NAO,2022,168,H2,co_winner,OFFICIAL,
648,PLAM-000386,NAO,2023,169,H1,co_winner,OFFICIAL,
649,PLAM-000387,NAO,2023,169,H1,co_winner,OFFICIAL,
650,PLAM-000388,NAO,2023,170,H2,co_winner,OFFICIAL,
651,PLAM-000389,NAO,2023,170,H2,co_winner,OFFICIAL,
652,PLAM-000390,NAO,2024,171,H1,awarded,OFFICIAL,
653,PLAM-000391,NAO,2024,172,H2,awarded,OFFICIAL,
654,PLAM-000392,NAO,2025,174,H2,awarded,OFFICIAL,
655,PLAM-000932,NOM,2025,78,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
656,PLAM-000933,NOM,2024,77,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
657,PLAM-000934,NOM,2023,76,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
658,PLAM-000935,NOM,2022,75,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
659,PLAM-000936,NOM,2021,74,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
660,PLAM-000937,NOM,2020,73,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
661,PLAM-000938,NOM,2019,72,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
662,PLAM-000939,NOM,2018,71,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
663,PLAM-000940,NOM,2017,70,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
664,PLAM-000941,NOM,2016,69,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
665,PLAM-000942,NOM,2015,68,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
666,PLAM-000943,NOM,2014,67,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
667,PLAM-000944,NOM,2013,66,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
668,PLAM-000945,NOM,2012,65,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
669,PLAM-000946,NOM,2011,64,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
670,PLAM-000947,NOM,2010,63,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
671,PLAM-000948,NOM,2009,62,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
672,PLAM-000949,NOM,2008,61,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
673,PLAM-000950,NOM,2007,60,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
674,PLAM-000951,NOM,2006,59,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
675,PLAM-000952,NOM,2005,58,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
676,PLAM-000953,NOM,2004,57,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
677,PLAM-000954,NOM,2003,56,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
678,PLAM-000955,NOM,2002,55,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
679,PLAM-000956,NOM,2001,54,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
680,PLAM-000957,NOM,2000,53,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
681,PLAM-000958,NOM,1999,52,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
682,PLAM-000805,NOM,1998,51,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
683,PLAM-000959,NOM,1997,50,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
684,PLAM-000960,NOM,1997,50,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
685,PLAM-000961,NOM,1996,49,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
686,PLAM-000962,NOM,1994,47,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
687,PLAM-000963,NOM,1994,47,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
688,PLAM-000964,NOM,1993,46,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
689,PLAM-000965,NOM,1992,45,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
690,PLAM-000966,NOM,1991,44,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
691,PLAM-000967,NOM,1990,43,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
692,PLAM-000968,NOM,1989,42,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
693,PLAM-000969,NOM,1988,41,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
694,PLAM-000970,NOM,1987,40,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
695,PLAM-000971,NOM,1986,39,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
696,PLAM-000972,NOM,1986,39,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
697,PLAM-000973,NOM,1985,38,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
698,PLAM-000974,NOM,1985,38,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
699,PLAM-000975,NOM,1983,36,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
700,PLAM-000976,NOM,1982,35,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
701,PLAM-000977,NOM,1981,34,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
702,PLAM-000978,NOM,1980,33,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
703,PLAM-000979,NOM,1979,32,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
704,PLAM-000980,NOM,1978,31,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
705,PLAM-000981,NOM,1977,30,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
706,PLAM-000982,NOM,1976,29,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
707,PLAM-000983,NOM,1976,29,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
708,PLAM-000984,NOM,1975,28,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
709,PLAM-000985,NOM,1975,28,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
710,PLAM-000986,NOM,1974,27,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
711,PLAM-000987,NOM,1973,26,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
712,PLAM-000988,NOM,1972,25,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
713,PLAM-000989,NOM,1971,24,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
714,PLAM-000990,NOM,1970,23,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
715,PLAM-000991,NOM,1970,23,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
716,PLAM-000992,NOM,1969,22,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
717,PLAM-000993,NOM,1968,21,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
718,PLAM-000994,NOM,1967,20,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
719,PLAM-000995,NOM,1967,20,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
720,PLAM-000996,NOM,1966,19,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
721,PLAM-000997,NOM,1965,18,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
722,PLAM-000998,NOM,1964,17,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
723,PLAM-000999,NOM,1964,17,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
724,PLAM-001000,NOM,1963,16,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
725,PLAM-001001,NOM,1962,15,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
726,PLAM-001002,NOM,1961,14,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
727,PLAM-001003,NOM,1960,13,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
728,PLAM-001004,NOM,1960,13,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
729,PLAM-001005,NOM,1959,12,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
730,PLAM-001006,NOM,1958,11,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
731,PLAM-001007,NOM,1957,10,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
732,PLAM-001008,NOM,1957,10,H1,co_winner,REVIEWED,award_booksより取り込み(2026-07-17)
733,PLAM-001009,NOM,1956,9,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
734,PLAM-001010,NOM,1954,7,H1,awarded,REVIEWED,award_booksより取り込み(2026-07-17)
